CountyName,yw,weeklyCasesSum,weeklyCases,PopulationCensus16
Cavan,2021-12-26,16816.695172082684,81.85930326761672,76176
Cavan,2022-01-02,18335.358718156473,194.80263750113727,76176
Cavan,2022-01-09,19911.22063192007,28.130344765491827,76176
Cavan,2022-01-16,21857.652954061286,53.11946769887163,76176
Cavan,2022-01-23,24719.071623608485,183.73803522668595,76176
Cavan,2022-01-30,26110.398475710386,-556.6995229093577,76176
Cavan,2022-02-06,26726.265490443184,-208.1645512647283,76176
Cavan,2022-02-13,27469.094127884284,-60.90219641732892,76176
Cavan,2022-02-20,28021.19902781527,-276.427521229024,76176
Cavan,2022-02-27,28535.421730128714,358.0524049569385,76176
Cavan,2022-03-06,28997.5095268101,75.10802052391864,76176
Cavan,2022-03-13,29736.399915984042,420.97060941575273,76176
Cavan,2022-03-20,30521.42407057343,-230.66882707711193,76176
Cavan,2022-03-27,31316.762684910143,-35.81930566811934,76176
Cavan,2022-04-03,31754.658385093157,-367.75737390102586,76176
Cavan,2022-04-10,32012.519878776988,177.40870765451837,76176
Cavan,2022-04-17,32210.182434662587,119.83526870095011,76176
Cavan,2022-04-24,32364.336723977543,16.69067122758861,76176
Cavan,2022-05-01,32453.978755963628,-21.00399075822861,76176
Cavan,2022-05-08,32535.744291415373,56.63576079453196,76176
Cavan,2022-05-15,32603.444654484356,-6.188675848421553,76176
Cavan,2022-05-22,32655.954631379973,-1.125213790604903,76176
Cavan,2022-05-29,32712.777927806284,19.50370570406085,76176
Cavan,2022-06-05,32795.29360578508,21.37906202179147,76176
Cavan,2022-06-12,32904.43934347526,0.9376781588907761,76176
Cavan,2022-06-19,33052.96756383714,12.752422960333206,76176
Cavan,2022-06-26,33258.694151888856,17.815885018120753,76176
Cavan,2022-07-03,33516.368109940886,-5.250997689516225,76176
Cavan,2022-07-10,33747.59954391334,-78.38989407988993,76176
Cavan,2022-07-17,33935.51024694693,-16.878206859291822,76176
Cavan,2022-07-24,34049.34437543134,-30.75584361030633,76176
Cavan,2022-07-31,34133.73540972786,44.63348036127718,76176
Cavan,2022-08-07,34211.7502325442,23.066882707717014,76176
Cavan,2022-08-14,34270.07381402467,-13.31502985568659,76176
Cavan,2022-08-21,34317.52032886248,8.81417469320877,76176
Cavan,2022-08-28,34375.6563747112,21.566597653560166,76176
Cavan,2022-09-04,34442.043988357786,-2.43796321303671,76176
Cavan,2022-09-11,34483.48936297897,-33.193806823263,76176
Cavan,2022-09-18,34516.68316980224,16.69067122747947,76176
Cavan,2022-09-25,34554.190296156274,12.564887328677287,76176
Cavan,2022-10-02,34595.823206409215,-0.187535631848732,76176
Cavan,2022-10-09,34624.516158070044,-17.06574249102414,76176
Cavan,2022-10-16,34665.58646142767,25.317310288912267,76176
Cavan,2022-10-23,34698.03012572388,-21.003990758217697,76176
Cavan,2022-10-30,34725.41032796229,3.563177003612509,76176
Cavan,2022-11-06,34744.351426771085,-3.3756413718001568,76176
Cavan,2022-11-13,34769.48120142827,14.627779277994705,76176
Cavan,2022-11-20,34799.86197377503,-0.9376781588216545,76176
Cavan,2022-11-27,34839.99459897378,4.5008551624341635,76176
Cavan,2022-12-04,34892.31704023763,2.4379632130876416,76176
Cavan,2022-12-11,34944.827017133255,-12.002280433305714,76176
Cavan,2022-12-18,35019.65373420952,22.129204548851703,76176
Cavan,2022-12-25,35096.73087886701,-20.066312599403318,76176
Cavan,2023-01-01,35203.81372460766,27.755273501919874,76176
Cavan,2023-01-08,35284.07897500526,-56.823296426198795,76176
Cavan,2023-01-15,35320.08581630509,-17.440813754721603,76176
Cavan,2023-01-22,35330.6815795001,18.847330992954085,76176
Clare,2020-03-01,2.1040760160583067,0,118817
Clare,2020-03-08,3.7272203713032885,1.6231443552449818,118817
Clare,2020-03-15,5.410481184149936,-1.563027897643316,118817
Clare,2020-03-22,20.800294330176424,13.646435875578174,118817
Clare,2020-03-29,43.04338364279283,-6.853276166589918,118817
Clare,2020-04-05,70.4564883091525,-1.6832608128466582,118817
Clare,2020-04-12,129.370616758785,26.33100842952955,118817
Clare,2020-04-19,185.63962107394443,-34.146147917745864,118817
Clare,2020-04-26,267.8789350730233,28.615433818392475,118817
Clare,2020-05-03,287.7173660815731,-88.37119267444845,118817
Clare,2020-05-10,300.70252092353303,55.547606823939105,118817
Clare,2020-05-17,307.3153312597163,0.480931660813269,118817
Clare,2020-05-24,310.9223187158163,3.3665216256933945,118817
Clare,2020-05-31,311.40325037663,-0.12023291520301882,118817
Clare,2020-06-07,312.00441495264647,3.2462887104890115,118817
Clare,2020-06-14,312.244880783053,-0.4809316608126437,118817
Clare,2020-06-21,312.244880783053,0.12023291520335988,118817
Clare,2020-06-28,312.244880783053,0.24046583040654923,118817
Clare,2020-07-05,312.244880783053,0,118817
Clare,2020-07-12,312.244880783053,0,118817
Clare,2020-07-19,312.966278274273,0.7213974912199888,118817
Clare,2020-07-26,326.19189894663947,11.782825689926483,118817
Clare,2020-08-02,339.29728670380274,-12.624456096349661,118817
Clare,2020-08-09,356.4905935778791,4.208152032116288,118817
Clare,2020-08-16,372.24110546951556,-5.53071409935302,118817
Clare,2020-08-23,385.9476578026953,-0.6011645760167994,118817
Clare,2020-08-30,400.85653928790873,3.2462887104904325,118817
Clare,2020-09-06,414.6833245362917,-2.284425388864179,118817
Clare,2020-09-13,434.4015226296381,6.973509081793907,118817
Clare,2020-09-20,457.84694109428773,-2.1641924736602505,118817
Clare,2020-09-27,506.9019704972473,21.88239056700678,118817
Clare,2020-10-04,644.8091242354687,63.24251339695189,118817
Clare,2020-10-11,810.4900813856605,-61.078320923291585,118817
Clare,2020-10-18,943.7081514309521,-60.2366905168704,118817
Clare,2020-10-25,1060.9352437542013,16.471909382857802,118817
Clare,2020-11-01,1126.7026483704244,-35.46870998498389,118817
Clare,2020-11-08,1177.8016373318414,36.791272052220165,118817
Clare,2020-11-15,1229.141092123663,14.908881485210486,118817
Clare,2020-11-22,1253.9090726555487,-26.81194009034016,118817
Clare,2020-11-29,1271.4630782752315,19.357499347732755,118817
Clare,2020-12-06,1286.6124255908528,4.809316608141444,118817
Clare,2020-12-13,1297.31315504395,-2.043959558462575,118817
Clare,2020-12-20,1350.9370352246358,47.37176859011265,118817
Clare,2020-12-27,1557.8578822895715,110.3738161566614,118817
Clare,2021-01-03,2305.10545027828,387.0297540395227,118817
Clare,2021-01-10,3098.161758959457,-494.5179802313039,118817
Clare,2021-01-17,3388.4040162602987,-548.6227920728043,118817
Clare,2021-01-24,3531.72165118267,355.8894290018652,118817
Clare,2021-01-31,3614.6823626729715,86.56769894640047,118817
Clare,2021-02-07,3681.05093186521,43.764781134006626,118817
Clare,2021-02-14,3758.60116217136,27.773803411975223,118817
Clare,2021-02-21,3834.468131664659,-12.8649219267636,118817
Clare,2021-02-28,3897.59041214641,-11.061428198695921,118817
Clare,2021-03-07,3929.0914359296844,-18.87656768692932,118817
Clare,2021-03-14,3958.3080343240927,29.336831309610716,118817
Clare,2021-03-21,3985.721138990454,0.48093166081935124,118817
Clare,2021-03-28,4015.8996007064884,4.56885077771949,118817
Clare,2021-04-04,4032.010811343734,-16.83260812846129,118817
Clare,2021-04-11,4054.494366486757,20.439595584565723,118817
Clare,2021-04-18,4073.2507012584783,-10.099564877078592,118817
Clare,2021-04-25,4094.411694334263,6.131878675364533,118817
Clare,2021-05-02,4116.29408490127,-1.6832608128402171,118817
Clare,2021-05-09,4137.334845061854,-1.563027897646407,118817
Clare,2021-05-16,4171.3607600643945,13.82678524838002,118817
Clare,2021-05-23,4192.2812873097755,-26.090542599115906,118817
Clare,2021-05-30,4237.48886342623,37.392436628232645,118817
Clare,2021-06-06,4275.00153296967,-31.98195544408736,118817
Clare,2021-06-13,4304.578830109689,-0.24046583040671976,118817
Clare,2021-06-20,4350.628036632563,24.407281786275234,118817
Clare,2021-06-27,4408.94100050618,-4.208152032110775,118817
Clare,2021-07-04,4450.301123336128,-29.216598394413268,118817
Clare,2021-07-11,4499.596618569492,24.888213447086855,118817
Clare,2021-07-18,4575.824286808407,18.99680060213268,118817
Clare,2021-07-25,4663.714547822041,-15.269580230830798,118817
Clare,2021-08-01,4789.2377112943195,25.970309683925734,118817
Clare,2021-08-08,4928.587660014981,-23.80611721026162,118817
Clare,2021-08-15,5079.9609002559755,-1.803493728050853,118817
Clare,2021-08-22,5219.431081891841,-23.926350125460885,118817
Clare,2021-08-29,5385.833436533251,38.83523161067296,118817
Clare,2021-09-05,5569.1886322183345,-9.97933196187114,118817
Clare,2021-09-12,5700.843674365981,-68.65299458110985,118817
Clare,2021-09-19,5825.525207431837,44.72664445564533,118817
